Title,Year,Source,DOI,Keyword,Any location CWTS core
The structure and evolution of scientific collaboration from the perspective of symbiosis,2019,Malaysian Journal of Library & Information Science,https://doi.org/10.22452/mjlis.vol24no1.4,Perspective (graphical)|Metric (unit)|Pace|Symbiosis|Productivity|Knowledge management|Computer science|Business|Biology|Marketing|Physics|Artificial intelligence|Economics,any location CWTS core
Leadership in publishing,2019,Journal of Dentistry,https://doi.org/10.1016/j.jdent.2019.05.006,Publishing|Audience measurement|Bibliometrics|Journal ranking|Public relations|Subject (documents)|Ranking (information retrieval)|Quality (philosophy)|Peer review|Process (computing)|Health care|Control (management)|Business|Political science|Knowledge management|Computer science|Management|Advertising|Library science|Citation|Economics|Information retrieval,True|False
Measuring Scientific Value of Indian Journals Beyond Impact Factor:A Case with Physics每Chemistry每Biology Journals,2018,Current Science,https://doi.org/10.18520/cs/v114/i08/1613-1623,Impact factor|Value (mathematics)|Library science|Chemistry|Mathematics|Computer science|Statistics|Biochemistry,any location CWTS core
The alleged citation advantage of video abstracts may be a matter of self-citations and self-selection bias. Comment on ※The impact of video abstract on citation counts§ by Zong et al.,2019,Scientometrics,https://doi.org/10.1007/s11192-019-03173-1,Citation|Selection (genetic algorithm)|Computer science|Citation analysis|Information retrieval|Data science|Psychology|Library science|Artificial intelligence,True|False|False
Study Comparing Traditional Versus Alternative Metrics to Measure the Impact of the Critical Care Medicine Literature,2019,Critical Care Explorations,https://doi.org/10.1097/cce.0000000000000028,Impact factor|Altmetrics|Medicine|Bibliometrics|Computer science|Data science|Library science|Political science,True|False|False
Issue Brief 3: Deceptive Publishing,2019,Open Scholarship Initiative Proceedings,https://doi.org/10.13021/osi2019.2419,Publishing|Variety (cybernetics)|Seriousness|Internet privacy|Political science|Computer science|Data science|Law|Artificial intelligence,True|False
"Open Access Driven Transformation of the Scientific Communication System: Current Status, Prerequisites for Change, Effects, and Prospects",2019,Scientific and Technical Information Processing,https://doi.org/10.3103/s0147688219020059,Publishing|Scientific communication|Knowledge management|Public relations|Scholarly communication|Information system|Open access publishing|Transformation (genetics)|Business|Political science|Computer science|Library science,not any location CWTS core
The Journals on the Domestic Lists of the Ix Section of the Hungarian Academy of Sciences in Light of the Requirements of International Journal Selection,2019,P谷nz邦gyi Szemle = Public Finance Quarterly,https://doi.org/10.35551/pfq_2019_3_4,Section (typography)|Selection (genetic algorithm)|Library science|Political science|Computer science|Artificial intelligence,False|False|False|False
Rational randomization by journal editors每a mathematical derivation: A response to Osterloh and Frey's discussion paper on ＆Borrowed Plumes＊,2019,Research Policy,https://doi.org/10.1016/j.respol.2019.103869,Mathematical economics|Argument (complex analysis)|Convexity|Epistemology|Addendum|Randomization|Computer science|Econometrics|Mathematics|Calculus (dental)|Positive economics|Economics|Philosophy|Law|Political science|Randomized controlled trial,True|False
The NIH public access policy did not harm biomedical journals,2019,PLoS Biology,https://doi.org/10.1371/journal.pbio.3000352,Publishing|Harm|Public policy|Public health|Biology|Political science|Public administration|Medicine|Law|Pathology,True|False|False|False|False|False|False|False
"JIFs, giraffes, and a diffusion of culpability: A response to Osterloh and Frey's discussion paper on ＆Borrowed plumes＊",2019,Research Policy,https://doi.org/10.1016/j.respol.2019.103868,Absurdity|Culpability|Citation|Metaphor|Sociology|Epistemology|Law|Political science|Philosophy|Linguistics,True|False|False
"Boon, bias or bane? The potential influence of reviewer recommendations on editorial decision-making",2019,European Science Editing,https://doi.org/10.20316/ese.2019.45.18013,Clinical decision making|Medicine|Family medicine,True|False|False|False|False|False
How Far Apart Are L and M? The Institutional and Publishing Disconnects between LIS and Museum Studies,2020,Journal of Education for Library and Information Science,https://doi.org/10.3138/jelis.61.1.2018-0047,Publishing|Library science|Publication|Discipline|Scholarly communication|The arts|Political science|Higher education|Sociology|Social science|Computer science|Law,any location CWTS core
The journal publishing services agreement: A guide for societies,2020,Learned Publishing,https://doi.org/10.1002/leap.1266,Publishing|Revenue|Disadvantage|Profit (economics)|Work (physics)|Transformative learning|Lock (firearm)|Business|Economics|Political science|Sociology|Law|Engineering|Finance|Microeconomics,any location CWTS core
National funding agencies upgrade Acta Physiologica,2020,Acta Physiologica,https://doi.org/10.1111/apha.13453,Ranking (information retrieval)|Value (mathematics)|Norwegian|Political science|Upgrade|Order (exchange)|Impact factor|Public relations|Library science|Law|Business|Computer science|Finance,True|False
Proposal for the development of a national open access database in Vietnam and comparison with other Asian countries＊ national literature databases,2020,Science Editing,https://doi.org/10.6087/kcse.190,Database|Consistency (knowledge bases)|Context (archaeology)|Quality (philosophy)|Computer science|Political science|Geography,True|False
A Two-Layer Network Model Reveals the Adhesion Scientist Career Stage and Research Topic in China,2020,IEEE Access,https://doi.org/10.1109/access.2020.2980304,Reputation|Bibliographic coupling|Layer (electronics)|China|Computer science|Mechanism (biology)|Similarity (geometry)|Complex network|Work (physics)|Stage (stratigraphy)|Data science|Sociology|Artificial intelligence|Citation|World Wide Web|Political science|Social science|Epistemology|Engineering|Nanotechnology|Mechanical engineering,True|False
Quantitative analysis of automatic performance evaluation systems based on the h-index,2020,Scientometrics,https://doi.org/10.1007/s11192-020-03407-7,Popularity|Index (typography)|Scopus|Computer science|Metric (unit)|Value (mathematics)|Service (business)|Variance (accounting)|Field (mathematics)|Information retrieval|Scientific literature|Web of science|Data science|Operations research|World Wide Web|Mathematics|Marketing|Political science|Business|Law|Machine learning,True|False|False
Persistent Problems for a Bibliometrics of Social Sciences and Humanities and How to Overcome Them.,2019,ISSI,,Bibliometrics|Social science|Library science|Sociology|Data science|Humanities|Computer science|Art,any location CWTS core
The Impact of Research Funding Agencies on the Research Performance of five European Countries - A Funding Acknowledgements Analysis.,2019,ISSI,,Political science|Business|Funding Agency|Public administration|Accounting|Economic growth|Economics|Public relations,any location CWTS core
PubMed Central archiving: a major milestone for a scholarly journal,2019,Mediterranean Journal of Rheumatology,https://doi.org/10.31138/mjr.31.1.3,Milestone|History|Library science|World Wide Web|Computer science|Archaeology,True|False|False|False|False
How researchers view altmetrics: an investigation of ISSI participants,2020,Aslib Journal of Information Management,https://doi.org/10.1108/ajim-07-2019-0165,Altmetrics|Informetrics|Social media|Originality|Value (mathematics)|Scientometrics|Psychology|Sociology|Data science|Computer science|Social science|World Wide Web|Qualitative research,any location CWTS core
"Partitioning highly, medium and lowly cited publications",2020,Journal of Information Science,https://doi.org/10.1177/0165551520917655,Computer science|Bibliometrics|Citation|Partition (number theory)|Information retrieval|Data science|Subject (documents)|Robustness (evolution)|Data mining|World Wide Web|Mathematics|Combinatorics,any location CWTS core
How much research shared on Facebook happens outside of public pages and groups? A comparison of public and private online activity around PLOS ONE papers,2020,Quantitative Science Studies,https://doi.org/10.1162/qss_a_00044,Altmetrics|Timeline|Openness to experience|Social media|Transparency (behavior)|Internet privacy|World Wide Web|Computer science|Public relations|Sociology|Political science|Psychology|Geography|Social psychology,True|False|False|False|False|False
Are all paper citations equal?,2020,Transport Reviews,https://doi.org/10.1080/01441647.2020.1726104,Engineering|Sociology,True|False|False|False
Assessing RSCI Economics Journals in the Context of Creating a National Citation Index,2020,Herald of the Russian Academy of Sciences,https://doi.org/10.1134/s1019331620020173,Citation|Index (typography)|Citation index|Context (archaeology)|Science Citation Index|Computer science|Library science|Political science|Operations research|Regional science|Data science|Sociology|Geography|Mathematics|World Wide Web,not any location CWTS core
